QID,Domain,Bloom_Level,Difficulty,Question
1225,Artificial Intelligence,Application,Hard,"Apply a Graph Neural Network (GNN) to a node classification problem."
1226,Cloud Computing,Analysis,Hard,"Compare the cost and performance of ARM-based vs. x86-based cloud instances."
1227,Cybersecurity,Comprehension,Medium,"Explain the concept of Extended Detection and Response (XDR)."
1228,Machine Learning,Knowledge,Easy,"What is federated learning?"
1229,Data Science,Synthesis,Hard,"Formulate a strategy for deploying a machine learning model as a shadow deployment."
1230,Big Data,Application,Medium,"Use dbt (data build tool) to transform data within a cloud data warehouse."
1231,DevOps,Evaluation,Hard,"Evaluate the security risks associated with third-party dependencies in a CI/CD pipeline."
1232,IoT,Analysis,Medium,"Analyze the role of a digital twin in the lifecycle of an industrial asset."
1233,Artificial Intelligence,Knowledge,Medium,"What is causal AI?"
1234,Cloud Computing,Synthesis,Hard,"Design a logging and monitoring strategy for a multi-cloud environment."
1235,Cybersecurity,Application,Hard,"Model a defense against a 'pass-the-hash' attack in a Windows environment."
1236,Machine Learning,Analysis,Medium,"Compare K-Means and DBSCAN for clustering tasks with varying data densities."
1237,Data Science,Evaluation,Hard,"Critique the assumption of independent and identically distributed (i.i.d.) data in machine learning."
1238,Big Data,Comprehension,Medium,"Explain the concept of 'write amplification' in databases like Apache Cassandra."
1239,DevOps,Application,Medium,"Implement a canary release strategy using a service mesh like Linkerd or Istio."
1240,IoT,Evaluation,Hard,"Assess the suitability of 5G for mission-critical, low-latency IoT applications."
1241,Artificial Intelligence,Comprehension,Hard,"Explain the U-Net architecture and its application in image segmentation."
1242,Cloud Computing,Knowledge,Medium,"What is the Cloud Adoption Framework (CAF)?"
1243,Cybersecurity,Synthesis,Hard,"Design a security policy for the use of generative AI tools within an enterprise."
1244,Machine Learning,Knowledge,Medium,"What is zero-shot learning?"
1245,Data Science,Comprehension,Easy,"Explain the difference between a regression and a classification problem."
1246,Big Data,Application,Hard,"Optimize a Presto query that is performing slowly on a large dataset."
1247,DevOps,Analysis,Hard,"Deconstruct the differences between observability and traditional monitoring."
1248,IoT,Comprehension,Medium,"Describe how a public key infrastructure (PKI) can be used to secure IoT devices."
1249,Artificial Intelligence,Application,Medium,"Use a variational autoencoder (VAE) to generate new images."
1250,Cloud Computing,Analysis,Medium,"Analyze the cost implications of data transfer between different cloud regions."
1251,Cybersecurity,Knowledge,Easy,"What is a CVE (Common Vulnerabilities and Exposures)?"
1252,Machine Learning,Analysis,Hard,"Compare the trade-offs of using server-side vs. on-device machine learning inference."
1253,Data Science,Application,Medium,"Apply a seasonality decomposition to a time series dataset."
1254,Big Data,Evaluation,Hard,"Evaluate the benefits of schema enforcement in a data lake."
1255,DevOps,Knowledge,Medium,"What are the four key metrics of DevOps performance (DORA metrics)?"
1256,IoT,Synthesis,Hard,"Propose a new application of tinyML for environmental monitoring."
1257,Artificial Intelligence,Comprehension,Medium,"Explain the concept of an embedding in the context of NLP."
1258,Cloud Computing,Application,Hard,"Design and implement a highly available database architecture using a managed cloud service."
1259,Cybersecurity,Analysis,Medium,"Analyze the security risks of exposing container orchestration APIs to the internet."
1260,Machine learning,Evaluation,Hard,"Argue for or against the use of synthetic data to train production machine learning models."
1261,Data Science,Knowledge,Medium,"What is a data dictionary?"
1262,Big Data,Comprehension,Hard,"Explain the concept of 'exactly-once' processing semantics in stream processing."
1263,DevOps,Synthesis,Hard,"Design a developer self-service platform to improve team autonomy."
1264,IoT,Analysis,Hard,"Examine the challenges of managing device lifecycle from provisioning to decommissioning."
1265,Artificial Intelligence,Knowledge,Hard,"What is reinforcement learning from human feedback (RLHF)?"
1266,Cloud Computing,Comprehension,Medium,"Explain the difference between a soft limit and a hard limit for cloud resources."
1267,Cybersecurity,Application,Hard,"Develop a playbook for responding to a business email compromise (BEC) incident."
1268,Machine Learning,Analysis,Medium,"Analyze how attention mechanisms improve performance in sequence-to-sequence models."
1269,Data Science,Comprehension,Medium,"Describe the process of feature hashing."
1270,Big Data,Application,Medium,"Use a data catalog tool like Amundsen or DataHub to document data assets."
1271,DevOps,Evaluation,Hard,"Critique the 'you build it, you run it' model for teams with limited operational experience."
1272,IoT,Knowledge,Easy,"What is LoRaWAN?"
1273,Artificial Intelligence,Application,Hard,"Fine-tune a pre-trained language model for a specific text classification task."
1274,Cloud Computing,Knowledge,Easy,"What is a cloud region?"
1275,Cybersecurity,Evaluation,Hard,"Evaluate the effectiveness of DNS filtering as a security control."
1276,Machine Learning,Comprehension,Hard,"Explain the difference between online and offline reinforcement learning."
1277,Data Science,Synthesis,Hard,"Design an experiment to measure the causal impact of a marketing intervention."
1278,Big Data,Analysis,Hard,"Compare the architectural patterns of data virtualization and data federation."
1279,DevOps,Knowledge,Medium,"What is a 'golden path' in the context of a developer platform?"
1280,IoT,Application,Medium,"Implement a simple rules engine on an IoT edge device to trigger local actions."
1281,Artificial Intelligence,Analysis,Hard,"Deconstruct the trade-offs between model performance and computational cost (FLOPS)."
1282,Cloud Computing,Synthesis,Hard,"Propose a governance model for managing a multi-account cloud environment."
1283,Cybersecurity,Knowledge,Medium,"What is a software bill of materials (SBOM)?"
1284,Machine Learning,Application,Hard,"Apply few-shot learning techniques to train a model with very limited labeled data."
1285,Data Science,Analysis,Medium,"Analyze the impact of multicollinearity on a linear regression model."
1286,Big Data,Knowledge,Hard,"What is Change Data Capture (CDC)?"
1287,DevOps,Application,Hard,"Implement a progressive delivery strategy using feature flags."
1288,IoT,Analysis,Hard,"Analyze the physical security risks for unattended IoT devices in the field."
1289,Artificial Intelligence,Comprehension,Medium,"Explain the concept of 'prompt engineering' for large language models."
1290,Cloud Computing,Evaluation,Hard,"Assess the security risks of using instance metadata services in a cloud environment."
1291,Cybersecurity,Comprehension,Medium,"Describe the MITRE ATT&CK framework and its purpose."
1292,Machine Learning,Knowledge,Medium,"What is a generative model?"
1293,Data Science,Evaluation,Hard,"Critique the practice of using proxy metrics in business decision-making."
1294,Big Data,Application,Hard,"Design a data compaction strategy for a data lake to improve query performance and reduce storage costs."
1295,DevOps,Analysis,Hard,"Examine the relationship between team cognitive load and software architecture."
1296,IoT,Comprehension,Medium,"Explain the role of an IoT device management platform."
1297,Artificial Intelligence,Synthesis,Hard,"Design a human-in-the-loop system for a critical AI decision-making process."
1298,Cloud Computing,Application,Medium,"Configure a cloud budget and set up alerts to prevent overspending."
1299,Cybersecurity,Analysis,Hard,"Compare the security implications of using session cookies versus JWTs for authentication."
1300,Machine Learning,Comprehension,Hard,"Explain the concept of a latent space in generative models like VAEs or GANs."
1301,Artificial Intelligence,Knowledge,Hard,"What is a diffusion model in generative AI?"
1302,Cloud Computing,Comprehension,Medium,"Explain the difference between RPO (Recovery Point Objective) and RTO (Recovery Time Objective)."
1303,Cybersecurity,Application,Hard,"Use a dynamic application security testing (DAST) tool to scan a running web application."
1304,Machine Learning,Evaluation,Hard,"Evaluate the trade-offs between distributed training and model parallelism for large models."
1305,Data Science,Analysis,Medium,"Analyze the potential biases that can be introduced during data collection."
1306,Big Data,Knowledge,Medium,"What is Apache Iceberg?"
1307,DevOps,Synthesis,Hard,"Propose a strategy for managing and rotating secrets for a microservices application."
1308,IoT,Analysis,Hard,"Deconstruct the data flow and potential bottlenecks in a large-scale smart meter deployment."
1309,Artificial Intelligence,Application,Medium,"Apply an object detection model to count items in a real-time video stream."
1310,Cloud Computing,Evaluation,Medium,"Assess the advantages of using managed services for caching, like Redis or Memcached."
1311,Cybersecurity,Knowledge,Medium,"What is a honeypot?"
1312,Machine Learning,Comprehension,Hard,"Explain the concept of transfer learning and its benefits."
1313,Data Science,Application,Hard,"Build a survival analysis model to predict customer churn over time."
1314,Big Data,Analysis,Medium,"Compare the use cases for time-series databases versus traditional relational databases."
1315,DevOps,Knowledge,Easy,"What is an SLO (Service Level Objective)?"
1316,IoT,Synthesis,Hard,"Design an IoT system for monitoring the structural health of a bridge."
1317,Artificial Intelligence,Analysis,Hard,"Compare the ethical challenges of facial recognition technology versus voice recognition technology."
1318,Cloud Computing,Application,Hard,"Implement a cross-region disaster recovery plan for a stateful application."
